date,start,stop,distance,calories,steps
2021-02-23,14:59,15:13,65,3,103
2021-02-23,18:49,18:53,93,4,143
2021-02-23,21:26,21:41,77,3,122
2021-02-24,09:07,09:14,122,4,191
2021-02-24,17:37,17:42,231,7,354
2021-02-24,19:08,19:39,2201,75,3037
2021-02-25,08:52,09:13,53,3,83
